SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-21-2018,Single Family Residential,591 Clipper St,San Francisco,CA,94114,1600000,2,1.0,Noe Valley,,,1921,24,,,Sold,,,http://www.redfin.com/CA/San-Francisco/591-Clipper-St-94114/home/1559702,San Francisco MLS,470824,N,Y,37.7484862,-122.4380265
PAST SALE,June-21-2018,Townhouse,350 Arkansas St,San Francisco,CA,94107,1540000,2,2.0,Potrero Hill,1340,,1995,24,1149,661,Sold,,,http://www.redfin.com/CA/San-Francisco/350-Arkansas-St-94107/home/1774550,San Francisco MLS,470659,N,Y,37.761887,-122.398766
PAST SALE,July-11-2018,Single Family Residential,2239 29th Ave,SAN FRANCISCO,CA,94116,2228000,4,4.5,SAN FRANCISCO,2106,3000,1940,4,1058,,Sold,,,http://www.redfin.com/CA/San-Francisco/2239-29th-Ave-94116/home/1556986,MLSListings,ML81711307,N,Y,37.7455349,-122.486941
PAST SALE,June-22-2018,Condo/Co-op,1248 34th Ave,San Francisco,CA,94122,1105000,2,1.0,Central Sunset,1147,,1948,23,963,250,Sold,,,http://www.redfin.com/CA/San-Francisco/1246-34th-Ave-94122/home/1041672,San Francisco MLS,470508,N,Y,37.7638347,-122.4929385
PAST SALE,July-12-2018,Multi-Family (2-4 Unit),602-604 30th Ave,San Francisco,CA,94121,1912500,7,5.0,Central Richmond,4020,3113,1939,3,476,,Sold,,,http://www.redfin.com/CA/San-Francisco/602-30th-Ave-94121/home/146217277,San Francisco MLS,470589,N,Y,37.7777745,-122.4896723
PAST SALE,June-18-2018,Condo/Co-op,3615 Buchanan #206,San Francisco,CA,94123,1525000,2,2.0,Marina,1338,,,27,1140,584,Sold,,,http://www.redfin.com/CA/San-Francisco/3615-Buchanan-St-94123/unit-206/home/112897321,San Francisco MLS,472615,N,Y,37.8033794,-122.4335554
PAST SALE,June-15-2018,Multi-Family (2-4 Unit),2424 Gough St,San Francisco,CA,94123,4995000,6,5.0,Pacific Heights,5740,2247,1900,30,870,,Sold,,,http://www.redfin.com/CA/San-Francisco/2424-Gough-St-94123/home/563476,San Francisco MLS,471233,N,Y,37.7962053,-122.4266622
PAST SALE,June-18-2018,Condo/Co-op,783 9th Ave,San Francisco,CA,94118,1425000,2,1.0,Inner Richmond,1315,,1916,27,1084,250,Sold,,,http://www.redfin.com/CA/San-Francisco/783-9th-Ave-94118/home/40138418,San Francisco MLS,470775,N,Y,37.7737081,-122.4672239
PAST SALE,June-15-2018,Single Family Residential,1293 37th Ave,San Francisco,CA,94122,2200000,4,3.5,Outer Sunset,2473,2375,1913,30,890,,Sold,,,http://www.redfin.com/CA/San-Francisco/1293-37th-Ave-94122/home/1137517,San Francisco MLS,470808,N,Y,37.7629193,-122.4966733
PAST SALE,July-9-2018,Condo/Co-op,333 Bush St #4101,San Francisco,CA,94104,1499000,2,2.0,Financial District,1250,,1987,6,1199,1311,Sold,,,http://www.redfin.com/CA/San-Francisco/333-Bush-St-94104/unit-4101/home/1674767,San Francisco MLS,470721,N,Y,37.7907013,-122.4032681
PAST SALE,June-18-2018,Condo/Co-op,1 Hawthorne St Unit 7G,San Francisco,CA,94105,980000,1,1.0,Yerba Buena,863,,2010,27,1136,723,Sold,,,http://www.redfin.com/CA/San-Francisco/1-Hawthorne-St-94105/unit-7G/home/40138662,San Francisco MLS,469085,N,Y,37.7857356,-122.3989521
PAST SALE,June-22-2018,Condo/Co-op,3700 Divisadero St #303,San Francisco,CA,94123,1615000,2,2.0,Marina,1249,,1993,23,1293,625,Sold,,,http://www.redfin.com/CA/San-Francisco/3700-Divisadero-St-94123/unit-303/home/891691,San Francisco MLS,470259,N,Y,37.8039073,-122.4434063
PAST SALE,July-9-2018,Single Family Residential,824 Waller St,San Francisco,CA,94117,1748000,3,2.5,Buena Vista Park,,,,6,,,Sold,,,http://www.redfin.com/CA/San-Francisco/824-Waller-St-94117/home/145631435,San Francisco MLS,470908,N,Y,37.77049,-122.43742
PAST SALE,June-20-2018,Condo/Co-op,2830 Pierce St,San Francisco,CA,94123,2100000,3,2.0,Cow Hollow,,,1900,25,,250,Sold,,,http://www.redfin.com/CA/San-Francisco/2830-Pierce-St-94123/unit-2630/home/1925869,San Francisco MLS,471475,N,Y,37.796205,-122.438383
PAST SALE,June-20-2018,Multi-Family (5+ Unit),1247 Fulton St,San Francisco,CA,94117,3200000,6,,Alamo Square,5175,3507,1907,25,618,,Sold,,,http://www.redfin.com/CA/San-Francisco/1247-Fulton-St-94117/home/595820,San Francisco MLS,468422,N,Y,37.7767499,-122.4372796
PAST SALE,June-25-2018,Condo/Co-op,784 Bay St,San Francisco,CA,94109,1815000,2,2.0,Russian Hill,1420,,,20,1278,200,Sold,,,http://www.redfin.com/CA/San-Francisco/784-Bay-St-94109/home/846868,San Francisco MLS,471108,N,Y,37.8049832,-122.4198512
PAST SALE,June-15-2018,Condo/Co-op,352 San Carlos,San Francisco,CA,94110,715000,2,1.0,Inner Mission,824,,1900,30,868,270,Sold,,,http://www.redfin.com/CA/San-Francisco/352-San-Carlos-St-94110/home/2004791,San Francisco MLS,469461,N,Y,37.7577254,-122.4198982
PAST SALE,July-6-2018,Condo/Co-op,807 Guerrero St,San Francisco,CA,94110,1460000,2,1.0,Eureka Valley/Dolore,,,1906,9,,,Sold,,,http://www.redfin.com/CA/San-Francisco/807-Guerrero-St-94110/home/1285987,San Francisco MLS,471735,N,Y,37.758194,-122.423155
PAST SALE,July-5-2018,Condo/Co-op,2111 Hyde St #501,San Francisco,CA,94109,2325000,2,2.0,Russian Hill,1870,,,10,1243,988,Sold,,,http://www.redfin.com/CA/San-Francisco/2111-Hyde-St-94109/unit-501/home/12399873,San Francisco MLS,466100,N,Y,37.8002924,-122.4196054
PAST SALE,June-27-2018,Single Family Residential,2153 20th Ave,San Francisco,CA,94116,1650000,3,3.0,Parkside,2173,3000,1926,18,759,,Sold,,,http://www.redfin.com/CA/San-Francisco/2153-20th-Ave-94116/home/1789977,San Francisco MLS,471416,N,Y,37.747587,-122.477412
PAST SALE,July-10-2018,Single Family Residential,1542 24th Ave,San Francisco,CA,94122,1575000,2,1.0,Central Sunset,1500,2996,1939,5,1050,,Sold,,,http://www.redfin.com/CA/San-Francisco/1542-24th-Ave-94122/home/633011,San Francisco MLS,471404,N,Y,37.7587878,-122.4819496
PAST SALE,June-22-2018,Single Family Residential,1879 23rd Ave,San Francisco,CA,94122,1720000,3,3.0,Central Sunset,1750,3000,1938,23,983,,Sold,,,http://www.redfin.com/CA/San-Francisco/1879-23rd-Ave-94122/home/1652528,San Francisco MLS,469962,N,Y,37.7526017,-122.4808884
PAST SALE,,Single Family Residential,632 Foerster St,San Francisco,CA,94127,1000000,,1.0,,1244,2495,1950,,804,,,,,http://www.redfin.com/CA/San-Francisco/632-Foerster-St-94127/home/1766849,,,N,Y,37.7335426,-122.4486037
PAST SALE,,Single Family Residential,563 Athens St,San Francisco,CA,94112,601000,,1.0,,1250,2495,1916,,481,,,,,http://www.redfin.com/CA/San-Francisco/563-Athens-St-94112/home/1934384,,,N,Y,37.7190128,-122.430124
PAST SALE,June-15-2018,Condo/Co-op,300 Beale St #305,San Francisco,CA,94105,1095000,1,1.0,South Beach,1096,,1937,30,999,797,Sold,,,http://www.redfin.com/CA/San-Francisco/300-Beale-St-94105/unit-305/home/12395840,San Francisco MLS,470476,N,Y,37.788369,-122.392577
PAST SALE,,Multi-Family (5+ Unit),318 Main St Unit 5H,San Francisco,CA,94105,1900000,2,2.0,,1434,,2015,,1325,,,,,http://www.redfin.com/CA/San-Francisco/318-Main-St-94105/unit-5H/home/109465016,,,N,Y,37.7891933,-122.3917702
PAST SALE,,Condo/Co-op,2002 3rd St #105,San Francisco,CA,94107,,,2.0,,1332,,2002,,,,Sold,,,http://www.redfin.com/CA/San-Francisco/2002-3rd-St-94107/unit-105/home/12398791,San Francisco MLS,,N,Y,37.7639884,-122.3891649
PAST SALE,June-20-2018,Condo/Co-op,1310 Minnesota St #301,San Francisco,CA,94107,1200000,1,2.0,Central Waterfront,1060,,2002,25,1132,380,Sold,,,http://www.redfin.com/CA/San-Francisco/1310-Minnesota-St-94107/unit-301/home/12399541,San Francisco MLS,470815,N,Y,37.7536932,-122.3900667
PAST SALE,June-22-2018,Condo/Co-op,1 Western Shore Ln #1,San Francisco,CA,94115,460000,1,1.0,Western Addition,550,,1963,23,836,544,Sold,,,http://www.redfin.com/CA/San-Francisco/1-Western-Shore-Ln-94115/unit-1/home/12401189,San Francisco MLS,469164,N,Y,37.7842428,-122.4286183
PAST SALE,June-19-2018,Condo/Co-op,3322 Market St,SAN FRANCISCO,CA,94114,2270000,3,2.5,SAN FRANCISCO,2496,2686,2000,26,909,300,Sold,,,http://www.redfin.com/CA/San-Francisco/3322-Market-St-94114/home/1777044,MLSListings,ML81699459,N,Y,37.758103,-122.444241
PAST SALE,June-15-2018,Condo/Co-op,1070 Green St #201,San Francisco,CA,94133,2850000,2,2.0,Russian Hill,1616,,1963,30,1764,1845,Sold,,,http://www.redfin.com/CA/San-Francisco/1070-Green-St-94133/unit-201/home/1881697,San Francisco MLS,466605,N,Y,37.7987899,-122.416799
PAST SALE,,Multi-Family (5+ Unit),733 Chestnut St Apt 7,San Francisco,CA,94133,770000,,7.0,,4919,4125,1958,,157,,,,,http://www.redfin.com/CA/San-Francisco/733-Chestnut-St-94133/unit-7/home/978535,,,N,Y,37.803196,-122.415448
PAST SALE,June-18-2018,Single Family Residential,304 Diamond St,San Francisco,CA,94114,3850000,3,4.0,Eureka Valley/Dolore,3340,3125,1913,27,1153,,Sold,,,http://www.redfin.com/CA/San-Francisco/304-Diamond-St-94114/home/1138749,San Francisco MLS,469245,N,Y,37.7571638,-122.4370584
PAST SALE,June-15-2018,Condo/Co-op,3933 25th St,San Francisco,CA,94114,1350000,2,1.0,Noe Valley,1185,,1895,30,1139,268,Sold,,,http://www.redfin.com/CA/San-Francisco/3933-25th-St-94114/home/108957434,San Francisco MLS,470620,N,Y,37.749804,-122.42807
PAST SALE,,Multi-Family (2-4 Unit),3935 25th St,San Francisco,CA,94114,1350000,,2.0,,1850,3235,1895,,730,,,,,http://www.redfin.com/CA/San-Francisco/3935-25th-St-94114/home/927792,,,N,Y,37.7499282,-122.4280866
PAST SALE,June-25-2018,Condo/Co-op,159 Clifford Ter,San Francisco,CA,94117,1235000,2,2.0,Buena Vista Park,,,1926,20,,345,Sold,,,http://www.redfin.com/CA/San-Francisco/159-Clifford-Ter-94117/home/39910713,San Francisco MLS,468459,N,Y,37.763898,-122.445385
PAST SALE,,Condo/Co-op,690 Market St Unit 701,San Francisco,CA,94104,1050000,1,1.0,,1336,,2007,,786,,,,,http://www.redfin.com/CA/San-Francisco/690-Market-St-94104/unit-701/home/21967159,,,N,Y,37.7882479,-122.4032322
PAST SALE,June-29-2018,Single Family Residential,125 Britton St,SAN FRANCISCO,CA,94134,590000,1,1.0,SAN FRANCISCO,650,4142,1925,16,908,,Sold,,,http://www.redfin.com/CA/San-Francisco/125-Britton-St-94134/home/1045786,MLSListings,ML81706442,N,Y,37.7120617,-122.4125592
PAST SALE,June-28-2018,Multi-Family (2-4 Unit),1825 1825A Scott St,San Francisco,CA,94115,3200000,,,Lower Pacific Height,,,,17,,,Sold,,,http://www.redfin.com/CA/San-Francisco/1825-Scott-St-94115/unit-A/home/145658661,San Francisco MLS,471004,N,Y,37.786681,-122.438711
PAST SALE,June-15-2018,Single Family Residential,2454 1/2 Bush St,San Francisco,CA,94115,2500000,2,2.0,Lower Pacific Height,,2676,1865,30,,,Sold,,,http://www.redfin.com/CA/San-Francisco/2454-Bush-St-94115/home/52059387,San Francisco MLS,470835,N,Y,37.7867,-122.43769
PAST SALE,July-13-2018,Single Family Residential,319 Arkansas St,San Francisco,CA,94107,1826319,1,0.75,Potrero Hill,990,2500,1991,2,1845,,Sold,,,http://www.redfin.com/CA/San-Francisco/319-Arkansas-St-94107/home/1502573,San Francisco MLS,472187,N,Y,37.76208,-122.398111
PAST SALE,,Condo/Co-op,1275 Indiana St Unit 103,San Francisco,CA,94107,360000,2,2.0,,1094,,2014,,329,,,,,http://www.redfin.com/CA/San-Francisco/1275-Indiana-St-94107/unit-103/home/110052791,,,N,Y,37.7543157,-122.390359
PAST SALE,June-19-2018,Condo/Co-op,517 Vermont St,San Francisco,CA,94107,800000,1,1.5,Potrero Hill,907,,1930,26,882,1,Sold,,,http://www.redfin.com/CA/San-Francisco/517-Vermont-St-94107/home/40138880,San Francisco MLS,469364,N,Y,37.7631461,-122.4040458
PAST SALE,July-12-2018,Condo/Co-op,351 Buena Vista Ave #503,San Francisco,CA,94117,1185000,1,1.0,Buena Vista Park,829,,1987,3,1429,752,Sold,,,http://www.redfin.com/CA/San-Francisco/351-Buena-Vista-Ave-E-94117/unit-503/home/145998253,San Francisco MLS,471663,N,Y,37.766883,-122.439604
PAST SALE,,Condo/Co-op,350 Broderick St Apt 324,San Francisco,CA,94117,1499000,2,3.0,,1523,,2007,,984,,,,,http://www.redfin.com/CA/San-Francisco/350-Broderick-St-94117/unit-324/home/22888837,,,N,Y,37.7734397,-122.4387558
PAST SALE,July-11-2018,Condo/Co-op,336 Scott St,San Francisco,CA,94117,1905000,3,3.0,Hayes Valley,1764,,1906,4,1080,427,Sold,,,http://www.redfin.com/CA/San-Francisco/336-Scott-St-94117/home/28938813,San Francisco MLS,472042,N,Y,37.772983,-122.435374
PAST SALE,June-15-2018,Condo/Co-op,685 Florida #2,San Francisco,CA,94110,2550000,3,2.0,Inner Mission,1752,,2018,30,1455,690,Sold,,,http://www.redfin.com/CA/San-Francisco/685-Florida-St-94110/unit-2/home/145838056,San Francisco MLS,471438,N,Y,37.760708,-122.410678
PAST SALE,June-20-2018,Condo/Co-op,2208 Mission St #505,San Francisco,CA,94110,1275000,3,2.0,Inner Mission,1173,,2009,25,1087,448,Sold,,,http://www.redfin.com/CA/San-Francisco/2208-Mission-St-94110/unit-505/home/23423958,San Francisco MLS,471705,N,Y,37.7616166,-122.4196351
PAST SALE,July-6-2018,Multi-Family (2-4 Unit),1163 South Van Ness Ave,San Francisco,CA,94110,1550000,7,3.0,Inner Mission,3208,,1876,9,483,,Sold,,,http://www.redfin.com/CA/San-Francisco/1163-S-Van-Ness-Ave-94110/home/1272677,San Francisco MLS,470547,N,Y,37.7545992,-122.4162206
PAST SALE,July-13-2018,Single Family Residential,2583 47th Ave,San Francisco,CA,94116,1450000,3,2.0,Outer Parkside,1300,2809,1949,2,1115,,Sold,,,http://www.redfin.com/CA/San-Francisco/2583-47th-Ave-94116/home/663873,San Francisco MLS,470768,N,Y,37.7383463,-122.5056745
PAST SALE,June-22-2018,Single Family Residential,2734 42nd Ave,San Francisco,CA,94116,1500000,5,3.0,Outer Parkside,2690,3000,1948,23,558,,Sold,,,http://www.redfin.com/CA/San-Francisco/2734-42nd-Ave-94116/home/1386657,San Francisco MLS,470909,N,Y,37.7357063,-122.4996464
PAST SALE,June-25-2018,Single Family Residential,2023 42nd Ave,San Francisco,CA,94116,1376000,2,2.0,Outer Parkside,1214,3000,1948,20,1133,,Sold,,,http://www.redfin.com/CA/San-Francisco/2023-42nd-Ave-94116/home/652989,San Francisco MLS,470726,N,Y,37.7489306,-122.5010059
PAST SALE,June-18-2018,Single Family Residential,190 Country Club Dr,San Francisco,CA,94132,1839000,3,3.0,Lake Shore,2072,3136,1955,27,888,,Sold,,,http://www.redfin.com/CA/San-Francisco/190-Country-Club-Dr-94132/home/1364092,San Francisco MLS,471227,N,Y,37.7312963,-122.4972652
PAST SALE,June-21-2018,Single Family Residential,15 Clearfield Dr,San Francisco,CA,94132,1455000,3,2.0,Lake Shore,1390,3184,1951,24,1047,,Sold,,,http://www.redfin.com/CA/San-Francisco/15-Clearfield-Dr-94132/home/1608010,San Francisco MLS,470681,N,Y,37.7334607,-122.4917546
PAST SALE,,Multi-Family (5+ Unit),520 Natoma St Apt 2,San Francisco,CA,94103,425000,,13.0,,5715,2475,1911,,74,,,,,http://www.redfin.com/CA/San-Francisco/520-Natoma-St-94103/unit-2/home/1413407,,,N,Y,37.779856,-122.4083003
PAST SALE,,Single Family Residential,1061 Shotwell St,San Francisco,CA,94110,1746000,,1.0,,2200,3062,1930,,794,,,,,http://www.redfin.com/CA/San-Francisco/1061-Shotwell-St-94110/home/1647339,,,N,Y,37.7514943,-122.4149043
PAST SALE,June-26-2018,Multi-Family (2-4 Unit),466-468 35th Ave,San Francisco,CA,94121,2395000,6,3.5,Outer Richmond,3541,3000,1898,19,676,,Sold,,,http://www.redfin.com/CA/San-Francisco/468-35th-Ave-94121/home/145278615,San Francisco MLS,469152,N,Y,37.7802596,-122.4952427
PAST SALE,June-26-2018,Single Family Residential,466 32nd Ave,San Francisco,CA,94121,1300000,2,1.0,Central Richmond,1050,3000,1921,19,1238,,Sold,,,http://www.redfin.com/CA/San-Francisco/466-32nd-Ave-94121/home/1051345,San Francisco MLS,471383,N,Y,37.7804476,-122.4920751
PAST SALE,July-11-2018,Single Family Residential,182 32nd Ave,San Francisco,CA,94121,6750000,5,5.5,Sea Cliff,5780,3598,1916,4,1168,,Sold,,,http://www.redfin.com/CA/San-Francisco/182-32nd-Ave-94121/home/1341442,San Francisco MLS,469945,N,Y,37.7855393,-122.4926941
PAST SALE,June-25-2018,Single Family Residential,356 Prentiss St,San Francisco,CA,94110,2225000,3,2.0,Bernal Heights,1807,1750,1963,20,1231,,Sold,,,http://www.redfin.com/CA/San-Francisco/356-Prentiss-St-94110/home/1414435,San Francisco MLS,471064,N,Y,37.7387917,-122.4122494
PAST SALE,June-21-2018,Multi-Family (2-4 Unit),76 Seal Rock Dr,San Francisco,CA,94121,1100000,4,2.0,Outer Richmond,2450,2495,1947,24,449,,Sold,,,http://www.redfin.com/CA/San-Francisco/76-Seal-Rock-Dr-94121/home/1765134,San Francisco MLS,471274,N,Y,37.780954,-122.507641
PAST SALE,June-25-2018,Condo/Co-op,79 Chattanooga St,San Francisco,CA,94114,2800000,3,3.5,Eureka Valley/Dolore,2016,,1887,20,1389,,Sold,,,http://www.redfin.com/CA/San-Francisco/79-Chattanooga-St-94114/home/1791432,San Francisco MLS,470314,N,Y,37.7553796,-122.4265766
PAST SALE,,Single Family Residential,214 Phelan Ave,San Francisco,CA,94112,850000,2,1.0,,840,2662,1922,,1012,,,,,http://www.redfin.com/CA/San-Francisco/214-Phelan-Ave-94112/home/1212256,,,N,Y,37.7286517,-122.4522749
PAST SALE,June-28-2018,Condo/Co-op,259 Sanchez St,San Francisco,CA,94114,1565000,3,2.0,Eureka Valley/Dolore,,,1900,17,,164,Sold,,,http://www.redfin.com/CA/San-Francisco/259-Sanchez-St-94114/home/54832417,San Francisco MLS,470191,N,Y,37.764934,-122.4308313
PAST SALE,June-22-2018,Condo/Co-op,71 Sanchez St Unit A,San Francisco,CA,94114,901000,1,1.0,Duboce Triangle,768,,1939,23,1173,361,Sold,,,http://www.redfin.com/CA/San-Francisco/71-Sanchez-St-94114/unit-A/home/144064101,San Francisco MLS,470228,N,Y,37.7681489,-122.4309977
PAST SALE,,Single Family Residential,131 Gaven St,San Francisco,CA,94134,980000,4,2.0,,1687,1873,1969,,581,,,,,http://www.redfin.com/CA/San-Francisco/131-Gaven-St-94134/home/975178,,,N,Y,37.7333551,-122.408245
PAST SALE,June-15-2018,Multi-Family (2-4 Unit),2901 Taraval St,San Francisco,CA,94116,1521000,3,4.0,Outer Parkside,3372,2296,,30,451,,Sold,,,http://www.redfin.com/CA/San-Francisco/2901-Taraval-St-94116/unit-057/home/145801167,San Francisco MLS,471373,N,Y,37.741897,-122.49728
PAST SALE,July-3-2018,Single Family Residential,2227 34th Ave,San Francisco,CA,94116,1320000,2,1.0,Parkside,1625,2996,1938,12,812,,Sold,,,http://www.redfin.com/CA/San-Francisco/2227-34th-Ave-94116/home/655427,San Francisco MLS,471489,N,Y,37.7455083,-122.4922188
PAST SALE,July-9-2018,Single Family Residential,1974 34th Ave,San Francisco,CA,94116,1075000,2,1.0,Parkside,800,2996,1942,6,1344,,Sold,,,http://www.redfin.com/CA/San-Francisco/1974-34th-Ave-94116/home/953669,San Francisco MLS,471825,N,Y,37.7503015,-122.4921228
PAST SALE,July-11-2018,Single Family Residential,2422 Pacheco St,San Francisco,CA,94116,1759500,4,3.0,Parkside,1725,2495,1949,4,1020,,Sold,,,http://www.redfin.com/CA/San-Francisco/2422-Pacheco-St-94116/home/647614,San Francisco MLS,470174,N,Y,37.750313,-122.486318
PAST SALE,,Multi-Family (5+ Unit),7301 Geary Blvd Apt 2,San Francisco,CA,94121,2100000,,6.0,,4748,2073,1956,,442,,,,,http://www.redfin.com/CA/San-Francisco/7301-Geary-Blvd-94121/unit-2/home/1974994,,,N,Y,37.7792231,-122.4977343
PAST SALE,June-15-2018,Condo/Co-op,420 Mission Bay Blvd #1103,San Francisco,CA,94158,2060000,2,2.0,Mission Bay,1562,,2012,30,1319,850,Sold,,,http://www.redfin.com/CA/San-Francisco/420-Mission-Bay-Blvd-N-94158/unit-1103/home/40513202,San Francisco MLS,472166,N,Y,37.7715936,-122.3885893
PAST SALE,June-18-2018,Townhouse,325 China Basin St #111,San Francisco,CA,94158,1925000,2,2.5,Mission Bay,1948,,2008,27,988,957,Sold,,,http://www.redfin.com/CA/San-Francisco/325-China-Basin-St-94158/unit-111/home/22898764,San Francisco MLS,468743,N,Y,37.7719487,-122.3875674
PAST SALE,,Condo/Co-op,420 Mission Bay Blvd N Unit 1103,San Francisco,CA,94158,2060000,2,2.0,,1562,,2012,,1319,,,,,http://www.redfin.com/CA/San-Francisco/420-Mission-Bay-Blvd-N-94158/unit-1103/home/40626108,,,N,Y,37.7715936,-122.3885893
PAST SALE,July-3-2018,Condo/Co-op,235 Berry St #707,San Francisco,CA,94158,1420000,2,2.0,Mission Bay,1190,,,12,1193,650,Sold,,,http://www.redfin.com/CA/San-Francisco/235-Berry-St-94158/unit-707/home/22890569,San Francisco MLS,467647,N,Y,37.7748669,-122.3941757
PAST SALE,July-10-2018,Condo/Co-op,1000 3rd St #412,San Francisco,CA,94158,899000,1,1.0,Mission Bay,767,,,5,1172,693,Sold,,,http://www.redfin.com/CA/San-Francisco/1000-3rd-St-94158/unit-412/home/112856095,San Francisco MLS,446714,N,Y,37.7752125,-122.3902276
PAST SALE,June-29-2018,Condo/Co-op,1277 Howard St #5,San Francisco,CA,94103,1230000,2,2.0,South of Market,1158,,2006,16,1062,589,Sold,,,http://www.redfin.com/CA/San-Francisco/1277-Howard-St-94103/unit-5/home/12402447,San Francisco MLS,469937,N,Y,37.775041,-122.4124596
PAST SALE,July-13-2018,Condo/Co-op,60 Rausch St #312,San Francisco,CA,94103,1303000,2,2.0,South of Market,1133,,2002,2,1150,455,Sold,,,http://www.redfin.com/CA/San-Francisco/60-Rausch-St-94103/unit-312/home/12399028,San Francisco MLS,471939,N,Y,37.7760722,-122.4096499
PAST SALE,June-28-2018,Townhouse,602 Capp St,San Francisco,CA,94110,1550000,3,1.5,Inner Mission,1532,,1900,17,1012,,Sold,,,http://www.redfin.com/CA/San-Francisco/602-Capp-St-94110/home/1569471,San Francisco MLS,471437,N,Y,37.7569533,-122.418012
PAST SALE,June-22-2018,Condo/Co-op,2806 21st St,San Francisco,CA,94110,1130000,2,1.0,Inner Mission,935,,1900,23,1209,300,Sold,,,http://www.redfin.com/CA/San-Francisco/2806-21st-St-94110/home/40142820,San Francisco MLS,471698,N,Y,37.757712,-122.410778
PAST SALE,July-12-2018,Condo/Co-op,1515 15th St #205,San Francisco,CA,94103,1350000,2,2.0,Inner Mission,1113,,2014,3,1213,550,Sold,,,http://www.redfin.com/CA/San-Francisco/1515-15th-St-94103/unit-205/home/56848165,San Francisco MLS,470465,N,Y,37.7665977,-122.4181501
PAST SALE,,Single Family Residential,27 Putnam St,San Francisco,CA,94110,1209000,,1.0,,800,1751,1927,,1511,,,,,http://www.redfin.com/CA/San-Francisco/27-Putnam-St-94110/home/1727401,,,N,Y,37.7393812,-122.4106344
PAST SALE,June-15-2018,Single Family Residential,1386 Thomas Ave,San Francisco,CA,94124,1125000,3,2.0,Bayview,1657,4000,1915,30,679,,Sold,,,http://www.redfin.com/CA/San-Francisco/1386-Thomas-Ave-94124/home/1344835,San Francisco MLS,469232,N,Y,37.728333,-122.3871469
PAST SALE,June-22-2018,Single Family Residential,790 Teresita Blvd,San Francisco,CA,94127,1510500,2,1.0,Miraloma Park,,2548,,23,,,Sold,,,http://www.redfin.com/CA/San-Francisco/790-Teresita-Blvd-94127/home/1395588,San Francisco MLS,470748,N,Y,37.7344995,-122.4455848
PAST SALE,June-15-2018,Single Family Residential,130 Swiss Ave,San Francisco,CA,94131,1660000,2,2.0,Glen Park,1334,3410,1941,30,1244,,Sold,,,http://www.redfin.com/CA/San-Francisco/130-Swiss-Ave-94131/home/1785404,San Francisco MLS,470809,N,Y,37.7363085,-122.4381312
PAST SALE,June-22-2018,Single Family Residential,570 Bright St,San Francisco,CA,94132,1200000,2,1.0,Merced Heights,1230,2495,1925,23,976,,Sold,,,http://www.redfin.com/CA/San-Francisco/570-Bright-St-94132/home/1793505,EBRD/CCAR/Bay East,40823511,N,Y,37.7209891,-122.4633763
PAST SALE,June-25-2018,Single Family Residential,350 Head St,San Francisco,CA,94132,1000000,3,1.0,Ingleside Heights,1100,5000,1909,20,909,,Sold,,,http://www.redfin.com/CA/San-Francisco/350-Head-St-94132/home/1266159,San Francisco MLS,471621,N,Y,37.7134073,-122.4641724
PAST SALE,June-29-2018,Single Family Residential,180 St Elmo Way,San Francisco,CA,94127,2750000,4,2.5,Monterey Heights,2824,4795,1929,16,974,2,Sold,,,http://www.redfin.com/CA/San-Francisco/180-St-Elmo-Way-94127/home/695753,San Francisco MLS,470622,N,Y,37.7309158,-122.4607669
PAST SALE,June-29-2018,Single Family Residential,318 Ridgewood Ave,San Francisco,CA,94127,2400000,4,3.0,Westwood Highlands,1920,2495,1926,16,1250,,Sold,,,http://www.redfin.com/CA/San-Francisco/318-Ridgewood-Ave-94127/home/691007,San Francisco MLS,472030,N,Y,37.732643,-122.453161
